Record_ID,Date,Month,Quarter,Year,Region,Trust,Hospital,AE_Type,Attendances,Emergency_Admissions,Seen_Within_4Hours,Over_4Hours,Average_Waiting_Time,Longest_Wait_Hours,Left_Before_Treatment,Ambulance_Arrivals,Self_Referrals,GP_Referrals,Other_Referrals
163,02/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,456,127,278,178,237,14.4,9,133,156,30,270
164,02/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,267,163,166,101,104,5.1,6,211,213,75,21
165,02/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,669,196,511,158,98,9,1,193,268,11,390
166,03/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,255,195,250,5,258,7.4,2,189,218,53,16
167,03/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,460,90,390,70,300,5.7,21,134,199,31,230
168,03/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,327,177,285,42,212,6.1,3,203,127,14,186
169,03/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,502,146,347,155,197,15.8,15,176,146,26,330
170,03/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,640,140,628,12,190,10.6,18,143,125,54,461
171,04/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,476,112,318,158,93,13.9,11,102,69,12,395
172,04/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,608,137,527,81,112,10.8,11,94,211,78,319
173,04/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,466,91,449,17,198,12.2,1,44,266,10,190
174,04/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,422,126,422,0,95,13.6,4,192,197,60,165
175,04/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,690,64,534,156,173,7.5,6,216,131,50,509
176,05/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,329,77,210,119,103,15.9,14,198,99,43,187
177,05/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,684,187,671,13,305,14.5,18,73,69,41,574
178,05/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,401,60,295,106,220,5.2,12,209,168,19,214
179,05/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,406,149,243,163,318,7.5,3,204,89,29,288
180,05/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,251,137,208,43,226,12.7,3,100,182,79,10
181,06/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,383,152,346,37,203,4.1,2,215,90,64,229
182,06/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,443,157,283,160,163,13.1,3,182,68,13,362
183,06/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,296,135,276,20,189,12.8,24,196,147,42,107
184,06/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,332,98,228,104,229,7.7,3,220,111,39,182
185,06/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,421,96,417,4,96,13.4,24,218,274,68,79
186,07/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,575,103,455,120,285,12.8,12,185,175,80,320
187,07/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,692,188,527,165,101,9.1,9,218,229,62,401
188,07/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,559,163,425,134,157,5.2,1,212,143,28,388
189,07/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,297,86,264,33,288,10.6,22,121,164,27,106
190,07/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,618,200,602,16,317,14.3,14,204,255,53,310
191,08/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,526,168,516,10,225,10.3,20,201,77,27,422
192,08/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,504,161,390,114,180,15.4,18,181,279,70,155
193,08/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,371,89,331,40,144,12,20,57,277,58,36
194,08/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,420,132,325,95,273,5.1,23,108,160,60,200
195,08/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,356,77,259,97,256,4.6,25,132,102,19,235
196,09/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,291,200,289,2,316,14.5,11,212,51,40,200
197,09/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,264,175,171,93,115,11.1,16,187,97,19,148
198,09/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,700,196,661,39,139,16,2,195,210,51,439
199,09/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,578,70,397,181,240,5,12,101,67,49,462
200,09/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,551,183,381,170,206,14,22,197,215,49,287
201,10/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,526,131,331,195,212,7.9,1,133,161,69,296
202,10/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,423,124,303,120,260,9.9,18,190,167,57,199
203,10/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,504,114,439,65,218,12.7,0,210,116,21,367
204,10/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,580,134,504,76,274,6.4,22,71,228,76,276
205,10/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,375,159,363,12,130,8,20,83,63,60,252
206,11/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,455,164,287,168,96,10.9,2,78,164,53,238
207,11/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,459,170,281,178,177,11,16,202,223,72,164
208,11/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,467,193,288,179,106,4.5,23,131,134,66,267
209,11/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,502,95,426,76,288,4.7,11,81,194,40,268
210,11/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,578,56,514,64,293,10.4,6,190,78,63,437
211,12/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,681,75,666,15,259,13.5,2,52,95,58,528
212,12/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,399,121,383,16,299,9.8,18,92,262,34,103
213,12/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,590,94,438,152,158,13.4,4,117,134,18,438
214,12/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,481,100,341,140,146,7.7,6,213,140,76,265
215,12/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,597,129,375,222,229,13.4,14,162,170,64,363
216,13/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,652,128,601,51,224,8.8,22,112,260,36,356
217,13/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,469,199,413,56,130,10.2,11,42,260,48,161
218,13/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,581,74,368,213,213,13.3,2,154,295,15,271
219,13/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,660,155,635,25,304,4.4,1,101,54,41,565
220,13/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,336,131,221,115,175,7.6,15,149,202,62,72
221,14/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,291,157,177,114,279,6.6,4,166,205,33,53
222,14/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,258,137,155,103,128,5.3,0,87,195,32,31
223,14/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,371,179,346,25,278,15.2,11,56,134,62,175
224,14/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,487,150,458,29,266,14.5,6,136,232,67,188
225,14/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,468,194,322,146,159,14.2,24,207,185,41,242
226,15/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,391,96,237,154,188,7.1,21,107,182,57,152
227,15/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,521,81,468,53,217,11.8,11,197,270,46,205
228,15/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,627,104,587,40,309,5.5,16,175,165,63,399
229,15/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,251,110,211,40,315,6.8,24,204,180,14,57
230,15/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,536,133,517,19,121,12.7,10,84,102,48,386
231,16/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,399,172,369,30,185,5.5,18,145,202,50,147
232,16/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,602,184,578,24,200,12.3,8,196,284,10,308
233,16/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,628,196,615,13,222,7,24,106,235,13,380
234,16/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,640,174,605,35,143,15.3,9,160,52,39,549
235,16/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,399,81,287,112,309,7.7,7,206,117,45,237
236,17/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,669,134,650,19,158,16,4,219,272,59,338
237,17/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,264,171,210,54,301,5.8,18,181,222,28,14
238,17/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,602,126,407,195,252,13.9,10,210,207,53,342
239,17/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,346,172,277,69,197,10.4,8,216,112,65,169
240,17/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,445,192,442,3,259,7.5,8,167,222,21,202
241,18/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,632,101,424,208,292,15.1,17,145,242,12,378
242,18/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,324,192,201,123,298,8.6,4,75,120,40,164
243,18/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,441,63,429,12,230,6.2,0,115,193,38,210
244,18/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,532,175,497,35,234,6.7,11,118,181,16,335
245,18/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,656,168,647,9,201,4.2,10,160,148,19,489
246,19/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,596,165,479,117,121,6.7,23,164,215,25,356
247,19/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,599,143,530,69,201,11.3,5,116,272,63,264
248,19/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,396,99,268,128,250,14.4,12,44,144,66,186
249,19/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,582,176,518,64,198,4.1,25,53,170,35,377
250,19/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,697,73,536,161,105,11.5,23,190,287,17,393
251,20/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,484,56,302,182,177,6.8,23,46,293,52,139
252,20/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,453,187,318,135,221,8.6,21,66,165,11,277
253,20/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,377,133,288,89,189,10.4,12,153,270,47,60
254,20/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,303,93,204,99,93,14.1,25,62,88,24,191
255,20/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,312,157,261,51,173,5.3,10,220,250,17,45
256,21/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,602,93,554,48,290,7.8,16,168,209,15,378
257,21/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,435,110,267,168,162,7.6,7,63,88,51,296
258,21/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,402,176,359,43,209,6.6,2,216,224,54,124
259,21/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,423,93,416,7,140,14.6,14,144,287,76,60
260,21/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,630,148,575,55,216,12.9,22,72,238,18,374
261,22/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,421,113,293,128,90,10.6,12,109,297,76,48
262,22/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,630,102,378,252,153,15.1,15,76,137,34,459
263,22/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,601,107,406,195,125,14.6,23,119,115,70,416
264,22/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,268,133,189,79,271,8.9,3,85,171,70,27
265,22/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,691,120,414,277,298,6.6,13,50,297,43,351
266,23/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,362,126,325,37,154,12,17,94,180,63,119
267,23/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,509,155,413,96,124,4.7,18,146,237,63,209
268,23/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,688,138,624,64,103,9.8,8,88,260,60,368
269,23/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,514,115,350,164,163,11.2,10,185,281,16,217
270,23/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,350,113,324,26,313,10.6,0,100,117,65,168
271,24/02/2023,February,1,2023,North West,Liverpool University Hospitals NHS Foundation Trust,Royal Liverpool University Hospital,Type 1,272,125,210,62,156,6.7,5,61,158,38,76
272,24/02/2023,February,1,2023,London,Guy's and St Thomas' NHS Foundation Trust,St Thomas' Hospital,Type 1,663,82,444,219,170,14,1,141,276,65,322
273,24/02/2023,February,1,2023,Midlands,University Hospitals Birmingham NHS Foundation Trust,Queen Elizabeth Hospital Birmingham,Type 1,542,147,542,0,223,11,6,192,216,34,292
274,24/02/2023,February,1,2023,Yorkshire and Humber,Leeds Teaching Hospitals NHS Trust,Leeds General Infirmary,Type 1,480,82,440,40,130,4.7,18,83,247,52,181
275,24/02/2023,February,1,2023,South East,Oxford University Hospitals NHS Foundation Trust,John Radcliffe Hospital,Type 1,435,75,356,79,147,14.2,13,149,69,67,299
